Continent,Region/Country,Product,Variable,Year,Unit,Quantity
Oceania,Australia,Dried Grapes,Production,2008,tonnes, 11 000
Oceania,Australia,Fresh Grapes,Production,2008,tonnes,1 956 800
Oceania,Australia,Table Grapes,Production,2008,tonnes, 63 621
Oceania,Australia,Dried Grapes,Consumption,2009,tonnes, 39 134
Oceania,Australia,Table Grapes,Consumption,2009,tonnes, 15 325
Oceania,Australia,Dried Grapes,Exports,2009,tonnes, 4 500
Oceania,Australia,Fresh Grapes,Exports,2009,tonnes, 71 200
Oceania,Australia,Dried Grapes,Imports,2009,tonnes, 26 534
Oceania,Australia,Fresh Grapes,Imports,2009,tonnes, 17 525
Oceania,Australia,Dried Grapes,Production,2009,tonnes, 17 100
Oceania,Australia,Fresh Grapes,Production,2009,tonnes,1 797 900
Oceania,Australia,Table Grapes,Production,2009,tonnes, 69 000
Oceania,Australia,Dried Grapes,Consumption,2010,tonnes, 33 451
Oceania,Australia,Table Grapes,Consumption,2010,tonnes, 42 051
Oceania,Australia,Dried Grapes,Exports,2010,tonnes, 2 800
Oceania,Australia,Fresh Grapes,Exports,2010,tonnes, 31 303
Oceania,Australia,Dried Grapes,Imports,2010,tonnes, 22 651
Oceania,Australia,Fresh Grapes,Imports,2010,tonnes, 6 351
Oceania,Australia,Dried Grapes,Production,2010,tonnes, 13 600
Oceania,Australia,Fresh Grapes,Production,2010,tonnes,1 663 522
Oceania,Australia,Table Grapes,Production,2010,tonnes, 65 000
Oceania,Australia,Dried Grapes,Consumption,2011,tonnes, 35 585
Oceania,Australia,Table Grapes,Consumption,2011,tonnes, 87 063
Oceania,Australia,Dried Grapes,Exports,2011,tonnes,  815
Oceania,Australia,Fresh Grapes,Exports,2011,tonnes, 32 225
Oceania,Australia,Dried Grapes,Imports,2011,tonnes, 29 000
Oceania,Australia,Fresh Grapes,Imports,2011,tonnes, 10 763
Oceania,Australia,Dried Grapes,Production,2011,tonnes, 7 400
Oceania,Australia,Fresh Grapes,Production,2011,tonnes,1 720 400
Oceania,Australia,Table Grapes,Production,2011,tonnes, 106 200
Oceania,Australia,Dried Grapes,Consumption,2012,tonnes, 37 953
Oceania,Australia,Table Grapes,Consumption,2012,tonnes, 80 134
Oceania,Australia,Dried Grapes,Exports,2012,tonnes, 1 157
Oceania,Australia,Fresh Grapes,Exports,2012,tonnes, 44 066
Oceania,Australia,Dried Grapes,Imports,2012,tonnes, 25 710
Oceania,Australia,Fresh Grapes,Imports,2012,tonnes, 16 500
Oceania,Australia,Dried Grapes,Production,2012,tonnes, 13 400
Oceania,Australia,Fresh Grapes,Production,2012,tonnes,1 808 044
Oceania,Australia,Table Grapes,Production,2012,tonnes, 107 700
Oceania,Australia,Dried Grapes,Consumption,2013,tonnes, 29 400
Oceania,Australia,Table Grapes,Consumption,2013,tonnes, 60 500
Oceania,Australia,Dried Grapes,Exports,2013,tonnes, 2 776
Oceania,Australia,Fresh Grapes,Exports,2013,tonnes, 78 500
Oceania,Australia,Dried Grapes,Imports,2013,tonnes, 25 191
Oceania,Australia,Fresh Grapes,Imports,2013,tonnes, 18 100
Oceania,Australia,Dried Grapes,Production,2013,tonnes, 10 000
Oceania,Australia,Fresh Grapes,Production,2013,tonnes,1 977 738
Oceania,Australia,Table Grapes,Production,2013,tonnes, 120 900
Oceania,Australia,Dried Grapes,Consumption,2014,tonnes, 32 217
Oceania,Australia,Table Grapes,Consumption,2014,tonnes, 66 900
Oceania,Australia,Dried Grapes,Exports,2014,tonnes, 2 334
Oceania,Australia,Fresh Grapes,Exports,2014,tonnes, 86 400
Oceania,Australia,Dried Grapes,Imports,2014,tonnes, 26 100
Oceania,Australia,Fresh Grapes,Imports,2014,tonnes, 19 500
Oceania,Australia,Dried Grapes,Production,2014,tonnes, 8 452
Oceania,Australia,Fresh Grapes,Production,2014,tonnes,1 804 355
Oceania,Australia,Table Grapes,Production,2014,tonnes, 126 305
Oceania,Australia,Dried Grapes,Consumption,2015,tonnes, 27 408
Oceania,Australia,Table Grapes,Consumption,2015,tonnes, 67 330
Oceania,Australia,Dried Grapes,Exports,2015,tonnes, 4 331
Oceania,Australia,Fresh Grapes,Exports,2015,tonnes, 91 344
Oceania,Australia,Dried Grapes,Imports,2015,tonnes, 19 827
Oceania,Australia,Fresh Grapes,Imports,2015,tonnes, 14 413
Oceania,Australia,Dried Grapes,Production,2015,tonnes, 11 912
Oceania,Australia,Fresh Grapes,Production,2015,tonnes,1 852 095
Oceania,Australia,Table Grapes,Production,2015,tonnes, 129 647
Oceania,Australia,Dried Grapes,Consumption,2016,tonnes, 28 604
Oceania,Australia,Table Grapes,Consumption,2016,tonnes, 72 385
Oceania,Australia,Dried Grapes,Exports,2016,tonnes, 5 483
Oceania,Australia,Fresh Grapes,Exports,2016,tonnes, 119 018
Oceania,Australia,Dried Grapes,Imports,2016,tonnes, 20 987
Oceania,Australia,Fresh Grapes,Imports,2016,tonnes, 16 167
Oceania,Australia,Dried Grapes,Production,2016,tonnes, 13 100
Oceania,Australia,Fresh Grapes,Production,2016,tonnes,2 007 394
Oceania,Australia,Table Grapes,Production,2016,tonnes, 140 128
Oceania,Australia,Dried Grapes,Consumption,2017,tonnes, 43 144
Oceania,Australia,Dried Grapes,Exports,2017,tonnes, 3 709
Oceania,Australia,Fresh Grapes,Exports,2017,tonnes, 106 828
Oceania,Australia,Dried Grapes,Imports,2017,tonnes, 24 392
Oceania,Australia,Fresh Grapes,Imports,2017,tonnes, 15 265
